PRE_POST;Station;Species;DateTimeOriginal;Date;Time;n_images;metadata_Grupo
PRE;E34;Gato;05/09/2018 10:02;05/09/2018;10:02:46 a. m.;3;NA
PRE;E34;Gato;05/09/2018 15:45;05/09/2018;3:45:27 p. m.;3;NA
PRE;E34;Gato;05/09/2018 15:56;05/09/2018;3:56:19 p. m.;3;NA
PRE;E34;Gato;05/09/2018 16:07;05/09/2018;4:07:00 p. m.;3;NA
PRE;E34;Gato;05/09/2018 16:11;05/09/2018;4:11:31 p. m.;3;NA
PRE;E34;Gato;05/09/2018 16:20;05/09/2018;4:20:04 p. m.;3;NA
PRE;E34;Gato;05/09/2018 16:22;05/09/2018;4:22:51 p. m.;2;NA
PRE;E34;Gato;05/09/2018 17:16;05/09/2018;5:16:10 p. m.;3;NA
PRE;E34;Gato;05/09/2018 19:10;05/09/2018;7:10:12 p. m.;3;NA
PRE;E34;Gato;05/09/2018 21:08;05/09/2018;9:08:27 p. m.;3;NA
PRE;E34;Gato;05/09/2018 23:38;05/09/2018;11:38:07 p. m.;3;NA
PRE;E34;Gato;06/09/2018 0:36;06/09/2018;12:36:20 a. m.;3;NA
PRE;E34;Gato;06/09/2018 7:13;06/09/2018;7:13:20 a. m.;3;NA
PRE;E34;Gato;06/09/2018 11:23;06/09/2018;11:23:43 a. m.;3;NA
PRE;E34;Gato;06/09/2018 12:40;06/09/2018;12:40:01 p. m.;3;NA
PRE;E34;Gato;06/09/2018 13:22;06/09/2018;1:22:11 p. m.;3;NA
PRE;E34;Gato;06/09/2018 13:28;06/09/2018;1:28:08 p. m.;3;NA
PRE;E34;Gato;06/09/2018 13:37;06/09/2018;1:37:00 p. m.;3;NA
PRE;E34;Gato;06/09/2018 14:05;06/09/2018;2:05:14 p. m.;2;NA
PRE;E34;Gato;06/09/2018 15:55;06/09/2018;3:55:34 p. m.;3;NA
PRE;E34;Gato;06/09/2018 16:23;06/09/2018;4:23:53 p. m.;3;NA
PRE;E34;Gato;06/09/2018 16:30;06/09/2018;4:30:51 p. m.;3;NA
PRE;E34;Gato;06/09/2018 16:35;06/09/2018;4:35:58 p. m.;3;NA
PRE;E34;Gato;06/09/2018 17:05;06/09/2018;5:05:55 p. m.;3;NA
PRE;E34;Gato;06/09/2018 17:37;06/09/2018;5:37:26 p. m.;3;NA
PRE;E34;Gato;06/09/2018 18:42;06/09/2018;6:42:41 p. m.;3;NA
PRE;E34;Gato;06/09/2018 18:48;06/09/2018;6:48:40 p. m.;3;NA
PRE;E34;Gato;06/09/2018 21:11;06/09/2018;9:11:06 p. m.;2;NA
PRE;E34;Gato;06/09/2018 21:39;06/09/2018;9:39:13 p. m.;3;NA
PRE;E34;Gato;07/09/2018 0:14;07/09/2018;12:14:23 a. m.;3;NA
PRE;E34;Gato;07/09/2018 1:53;07/09/2018;1:53:27 a. m.;3;NA
PRE;E34;Gato;07/09/2018 6:15;07/09/2018;6:15:18 a. m.;3;NA
PRE;E34;Gato;07/09/2018 11:56;07/09/2018;11:56:01 a. m.;3;NA
PRE;E34;Gato;07/09/2018 12:30;07/09/2018;12:30:26 p. m.;3;NA
PRE;E34;Gato;07/09/2018 14:59;07/09/2018;2:59:08 p. m.;2;NA
PRE;E34;Gato;07/09/2018 15:19;07/09/2018;3:19:07 p. m.;6;NA
PRE;E34;Gato;07/09/2018 16:35;07/09/2018;4:35:49 p. m.;3;NA
PRE;E34;Gato;07/09/2018 16:43;07/09/2018;4:43:06 p. m.;3;NA
PRE;E34;Gato;07/09/2018 16:50;07/09/2018;4:50:37 p. m.;3;NA
PRE;E34;Gato;07/09/2018 18:02;07/09/2018;6:02:19 p. m.;2;NA
PRE;E34;Gato;07/09/2018 19:19;07/09/2018;7:19:22 p. m.;3;NA
PRE;E34;Gato;07/09/2018 23:27;07/09/2018;11:27:33 p. m.;3;NA
PRE;E34;Gato;08/09/2018 6:19;08/09/2018;6:19:01 a. m.;3;NA
PRE;E34;Gato;08/09/2018 7:51;08/09/2018;7:51:15 a. m.;3;NA
PRE;E34;Perro;05/09/2018 10:08;05/09/2018;10:08:41 a. m.;3;NA
PRE;E34;Persona;06/09/2018 8:53;06/09/2018;8:53:00 a. m.;3;NA
PRE;E34;Persona;06/09/2018 9:35;06/09/2018;9:35:49 a. m.;3;NA
PRE;E34;Persona;06/09/2018 9:42;06/09/2018;9:42:44 a. m.;3;NA
POST;E01;Gato;03/09/2019 8:01;03/09/2019;8:01:47 a. m.;3;NA
POST;E01;Gato;03/09/2019 12:08;03/09/2019;12:08:39 p. m.;3;NA
POST;E01;Gato;03/09/2019 12:11;03/09/2019;12:11:42 p. m.;3;NA
POST;E01;Gato;05/09/2019 10:22;05/09/2019;10:22:32 a. m.;6;NA
POST;E02;Ave;20/08/2019 8:22;20/08/2019;8:22:05 a. m.;3;NA
POST;E02;Gato;22/08/2019 11:31;22/08/2019;11:31:34 a. m.;3;NA
POST;E03;Gato;26/08/2019 20:25;26/08/2019;8:25:07 p. m.;3;NA
POST;E03;Gato;26/08/2019 21:12;26/08/2019;9:12:30 p. m.;3;NA
POST;E03;Gato;26/08/2019 21:49;26/08/2019;9:49:21 p. m.;3;NA
POST;E03;Gato;26/08/2019 22:25;26/08/2019;10:25:44 p. m.;3;NA
POST;E03;Gato;26/08/2019 23:50;26/08/2019;11:50:32 p. m.;3;NA
POST;E03;Gato;27/08/2019 0:45;27/08/2019;12:45:42 a. m.;3;NA
POST;E03;Gato;27/08/2019 8:30;27/08/2019;8:30:15 a. m.;3;NA
POST;E03;Gato;27/08/2019 14:12;27/08/2019;2:12:23 p. m.;3;NA
POST;E03;Gato;27/08/2019 18:59;27/08/2019;6:59:04 p. m.;3;NA
POST;E03;Gato;27/08/2019 21:01;27/08/2019;9:01:30 p. m.;3;NA
POST;E03;Gato;27/08/2019 21:28;27/08/2019;9:28:42 p. m.;3;NA
POST;E03;Gato;28/08/2019 0:30;28/08/2019;12:30:16 a. m.;3;NA
POST;E03;Gato;28/08/2019 12:56;28/08/2019;12:56:56 p. m.;3;NA
POST;E03;Gato;28/08/2019 15:04;28/08/2019;3:04:34 p. m.;3;NA
POST;E03;Gato;28/08/2019 17:13;28/08/2019;5:13:57 p. m.;3;NA
POST;E03;Gato;28/08/2019 17:43;28/08/2019;5:43:07 p. m.;3;NA
POST;E03;Gato;28/08/2019 18:21;28/08/2019;6:21:44 p. m.;3;NA
POST;E03;Gato;29/08/2019 12:03;29/08/2019;12:03:02 p. m.;3;NA
POST;E03;Gato;29/08/2019 13:58;29/08/2019;1:58:02 p. m.;6;NA
POST;E03;Gato;29/08/2019 15:40;29/08/2019;3:40:14 p. m.;3;NA
POST;E03;Gato;29/08/2019 21:34;29/08/2019;9:34:58 p. m.;3;NA
POST;E03;Gato;30/08/2019 6:24;30/08/2019;6:24:18 a. m.;6;NA
POST;E03;Gato;30/08/2019 13:38;30/08/2019;1:38:42 p. m.;3;NA
POST;E03;Gato;30/08/2019 16:06;30/08/2019;4:06:58 p. m.;3;NA
POST;E03;Gato;30/08/2019 18:45;30/08/2019;6:45:15 p. m.;3;NA
POST;E03;Gato;31/08/2019 6:22;31/08/2019;6:22:32 a. m.;3;NA
POST;E04;Ave;19/08/2019 10:58;19/08/2019;10:58:14 a. m.;3;NA
POST;E05;Gato;20/08/2019 13:31;20/08/2019;1:31:28 p. m.;3;NA
POST;E05;Gato;20/08/2019 20:10;20/08/2019;8:10:29 p. m.;3;NA
POST;E05;Gato;21/08/2019 10:47;21/08/2019;10:47:57 a. m.;3;NA
POST;E05;Gato;22/08/2019 14:43;22/08/2019;2:43:57 p. m.;3;NA
POST;E05;Gato;22/08/2019 19:35;22/08/2019;7:35:32 p. m.;3;NA
POST;E05;Gato;22/08/2019 21:27;22/08/2019;9:27:42 p. m.;3;NA
POST;E05;Gato;22/08/2019 23:38;22/08/2019;11:38:26 p. m.;6;NA
POST;E05;Gato;23/08/2019 0:44;23/08/2019;12:44:42 a. m.;3;NA
POST;E05;Gato;23/08/2019 14:25;23/08/2019;2:25:27 p. m.;3;NA
POST;E05;Gato;23/08/2019 14:55;23/08/2019;2:55:29 p. m.;3;NA
POST;E05;Gato;23/08/2019 19:52;23/08/2019;7:52:29 p. m.;3;NA
POST;E06;Gato;05/09/2019 9:59;05/09/2019;9:59:32 a. m.;3;NA
POST;E06;Gato;05/09/2019 12:58;05/09/2019;12:58:14 p. m.;3;NA
POST;E06;Gato;06/09/2019 10:00;06/09/2019;10:00:29 a. m.;3;NA
POST;E07;Gato;26/08/2019 23:03;26/08/2019;11:03:55 p. m.;3;NA
POST;E07;Gato;27/08/2019 0:01;27/08/2019;12:01:27 a. m.;3;NA
POST;E07;Gato;27/08/2019 3:10;27/08/2019;3:10:18 a. m.;3;NA
POST;E07;Gato;27/08/2019 12:59;27/08/2019;12:59:33 p. m.;5;NA
POST;E07;Gato;27/08/2019 13:30;27/08/2019;1:30:38 p. m.;9;NA
POST;E07;Gato;27/08/2019 15:52;27/08/2019;3:52:09 p. m.;3;NA
POST;E07;Gato;27/08/2019 16:27;27/08/2019;4:27:28 p. m.;3;NA
POST;E07;Gato;27/08/2019 20:20;27/08/2019;8:20:49 p. m.;2;NA
POST;E07;Gato;28/08/2019 9:47;28/08/2019;9:47:28 a. m.;2;NA
POST;E07;Gato;28/08/2019 13:16;28/08/2019;1:16:46 p. m.;3;NA
POST;E07;Gato;28/08/2019 20:25;28/08/2019;8:25:54 p. m.;3;NA
POST;E07;Gato;29/08/2019 5:34;29/08/2019;5:34:49 a. m.;3;2
POST;E07;Gato;30/08/2019 1:51;30/08/2019;1:51:37 a. m.;3;NA
POST;E07;Gato;30/08/2019 3:13;30/08/2019;3:13:39 a. m.;3;NA
POST;E07;Gato;30/08/2019 3:15;30/08/2019;3:15:43 a. m.;3;NA
POST;E07;Gato;30/08/2019 9:21;30/08/2019;9:21:06 a. m.;3;NA
POST;E07;Gato;30/08/2019 9:45;30/08/2019;9:45:08 a. m.;3;NA
POST;E08;Gato;02/09/2019 15:11;02/09/2019;3:11:47 p. m.;3;NA
POST;E08;Gato;03/09/2019 12:36;03/09/2019;12:36:10 p. m.;3;NA
POST;E08;Gato;05/09/2019 5:03;05/09/2019;5:03:25 a. m.;3;NA
POST;E08;Gato;05/09/2019 18:41;05/09/2019;6:41:50 p. m.;3;NA
POST;E08;Gato;05/09/2019 20:06;05/09/2019;8:06:53 p. m.;3;NA
POST;E08;Gato;05/09/2019 22:54;05/09/2019;10:54:20 p. m.;3;NA
POST;E08;Persona;02/09/2019 16:55;02/09/2019;4:55:43 p. m.;3;NA
POST;E08;Persona;03/09/2019 11:06;03/09/2019;11:06:28 a. m.;2;NA
POST;E08;Persona;05/09/2019 15:17;05/09/2019;3:17:53 p. m.;3;NA
POST;E08;Persona;06/09/2019 14:10;06/09/2019;2:10:57 p. m.;3;NA
POST;E09;Gato;20/08/2019 13:31;20/08/2019;1:31:04 p. m.;3;NA
POST;E09;Gato;21/08/2019 9:33;21/08/2019;9:33:05 a. m.;3;NA
POST;E09;Gato;22/08/2019 2:31;22/08/2019;2:31:10 a. m.;3;NA
POST;E09;Gato;22/08/2019 5:52;22/08/2019;5:52:38 a. m.;3;NA
POST;E09;Gato;22/08/2019 9:12;22/08/2019;9:12:57 a. m.;3;NA
POST;E09;Gato;22/08/2019 11:24;22/08/2019;11:24:49 a. m.;6;NA
POST;E09;Gato;22/08/2019 12:20;22/08/2019;12:20:45 p. m.;3;NA
POST;E09;Gato;23/08/2019 15:17;23/08/2019;3:17:21 p. m.;2;NA
POST;E09;Gato;24/08/2019 9:58;24/08/2019;9:58:57 a. m.;2;NA
POST;E10;Ave;02/09/2019 13:22;02/09/2019;1:22:23 p. m.;2;NA
POST;E11;Gato;02/09/2019 20:01;02/09/2019;8:01:27 p. m.;2;NA
POST;E11;Gato;02/09/2019 22:41;02/09/2019;10:41:26 p. m.;5;NA
POST;E11;Gato;02/09/2019 23:06;02/09/2019;11:06:57 p. m.;7;NA
POST;E11;Gato;03/09/2019 10:40;03/09/2019;10:40:53 a. m.;3;NA
POST;E11;Gato;03/09/2019 23:21;03/09/2019;11:21:39 p. m.;3;NA
POST;E11;Gato;04/09/2019 3:48;04/09/2019;3:48:20 a. m.;3;NA
POST;E11;Gato;05/09/2019 19:28;05/09/2019;7:28:56 p. m.;2;NA
POST;E11;Gato;05/09/2019 19:44;05/09/2019;7:44:31 p. m.;2;NA
POST;E11;Gato;06/09/2019 1:57;06/09/2019;1:57:08 a. m.;2;NA
POST;E11;Gato;06/09/2019 2:01;06/09/2019;2:01:35 a. m.;9;NA
POST;E11;Gato;07/09/2019 3:59;07/09/2019;3:59:50 a. m.;3;NA
POST;E11;Gato;07/09/2019 6:12;07/09/2019;6:12:59 a. m.;3;NA
POST;E12;Gato;27/08/2019 10:13;27/08/2019;10:13:07 a. m.;3;NA
POST;E12;Gato;27/08/2019 11:43;27/08/2019;11:43:02 a. m.;3;NA
POST;E12;Gato;27/08/2019 18:36;27/08/2019;6:36:30 p. m.;3;NA
POST;E12;Gato;27/08/2019 19:15;27/08/2019;7:15:20 p. m.;9;NA
POST;E12;Gato;27/08/2019 19:24;27/08/2019;7:24:02 p. m.;3;NA
POST;E12;Gato;28/08/2019 1:38;28/08/2019;1:38:55 a. m.;3;NA
POST;E12;Gato;28/08/2019 9:48;28/08/2019;9:48:21 a. m.;2;NA
POST;E12;Gato;28/08/2019 14:15;28/08/2019;2:15:33 p. m.;3;NA
POST;E12;Gato;28/08/2019 16:06;28/08/2019;4:06:20 p. m.;3;NA
POST;E12;Gato;29/08/2019 19:48;29/08/2019;7:48:34 p. m.;3;NA
POST;E12;Gato;30/08/2019 12:01;30/08/2019;12:01:26 p. m.;3;NA
POST;E12;Gato;30/08/2019 15:41;30/08/2019;3:41:59 p. m.;3;NA
POST;E12;Gato;30/08/2019 15:46;30/08/2019;3:46:43 p. m.;3;NA
POST;E12;Gato;30/08/2019 16:14;30/08/2019;4:14:39 p. m.;3;NA
POST;E12;Gato;30/08/2019 16:49;30/08/2019;4:49:39 p. m.;3;NA
POST;E12;Gato;30/08/2019 18:34;30/08/2019;6:34:14 p. m.;3;NA
POST;E12;Gato;30/08/2019 23:19;30/08/2019;11:19:53 p. m.;3;NA
POST;E12;Gato;31/08/2019 8:36;31/08/2019;8:36:16 a. m.;3;NA
POST;E13;Ave;02/09/2019 14:33;02/09/2019;2:33:47 p. m.;3;NA
POST;E13;Gato;04/09/2019 10:32;04/09/2019;10:32:30 a. m.;3;NA
POST;E14;Ave;02/09/2019 11:02;02/09/2019;11:02:50 a. m.;3;NA
POST;E14;Gato;03/09/2019 23:39;03/09/2019;11:39:30 p. m.;3;NA
POST;E15;Ave;26/08/2019 10:35;26/08/2019;10:35:11 a. m.;3;NA
POST;E15;Colilargo;27/08/2019 1:51;27/08/2019;1:51:23 a. m.;3;NA
POST;E15;Gato;27/08/2019 17:14;27/08/2019;5:14:58 p. m.;3;NA
POST;E15;Gato;29/08/2019 17:49;29/08/2019;5:49:41 p. m.;6;NA
POST;E16;Ave;19/08/2019 17:58;19/08/2019;5:58:55 p. m.;3;NA
POST;E17;Ave;26/08/2019 15:16;26/08/2019;3:16:28 p. m.;3;NA
POST;E18;Ave;19/08/2019 8:52;19/08/2019;8:52:33 a. m.;3;NA
POST;E18;Colilargo;19/08/2019 22:30;19/08/2019;10:30:59 p. m.;2;NA
POST;E19;Gato;27/08/2019 20:29;27/08/2019;8:29:03 p. m.;3;NA
POST;E19;Gato;29/08/2019 23:32;29/08/2019;11:32:59 p. m.;3;NA
POST;E19;Gato;31/08/2019 5:13;31/08/2019;5:13:38 a. m.;3;2
POST;E20;Gato;02/09/2019 20:59;02/09/2019;8:59:02 p. m.;3;NA
POST;E20;Gato;04/09/2019 19:00;04/09/2019;7:00:41 p. m.;3;NA
POST;E20;Gato;05/09/2019 6:36;05/09/2019;6:36:51 a. m.;3;NA
POST;E20;Gato;05/09/2019 18:38;05/09/2019;6:38:43 p. m.;3;NA
POST;E20;Gato;06/09/2019 7:33;06/09/2019;7:33:21 a. m.;3;NA
POST;E20;Gato;06/09/2019 18:03;06/09/2019;6:03:24 p. m.;3;NA
POST;E20;Gato;06/09/2019 20:09;06/09/2019;8:09:40 p. m.;3;NA
POST;E20;Gato;07/09/2019 7:16;07/09/2019;7:16:56 a. m.;3;NA
POST;E21;Ave;19/08/2019 17:23;19/08/2019;5:23:40 p. m.;3;NA
POST;E22;Gato;27/08/2019 0:37;27/08/2019;12:37:26 a. m.;3;NA
POST;E22;Gato;27/08/2019 22:11;27/08/2019;10:11:56 p. m.;3;2
POST;E23;Ave;26/08/2019 14:24;26/08/2019;2:24:03 p. m.;3;NA
POST;E23;Gato;28/08/2019 6:55;28/08/2019;6:55:41 a. m.;3;NA
POST;E24;Ave;21/08/2019 9:14;21/08/2019;9:14:15 a. m.;2;NA
POST;E24;Colilargo;20/08/2019 20:16;20/08/2019;8:16:30 p. m.;3;NA
POST;E24;Colilargo;22/08/2019 20:09;22/08/2019;8:09:50 p. m.;2;NA
POST;E25;Ave;02/09/2019 11:43;02/09/2019;11:43:45 a. m.;2;NA
POST;E25;Carpincho;03/09/2019 2:31;03/09/2019;2:31:57 a. m.;2;NA
POST;E25;Carpincho;03/09/2019 2:39;03/09/2019;2:39:22 a. m.;3;NA
POST;E25;Carpincho;04/09/2019 23:48;04/09/2019;11:48:26 p. m.;3;NA
POST;E25;Carpincho;06/09/2019 4:27;06/09/2019;4:27:10 a. m.;3;NA
POST;E26;Ave;19/08/2019 9:17;19/08/2019;9:17:38 a. m.;3;NA
POST;E27;Ave;26/08/2019 17:49;26/08/2019;5:49:30 p. m.;3;2
POST;E27;Gato;28/08/2019 4:20;28/08/2019;4:20:15 a. m.;3;NA
POST;E27;Gato;28/08/2019 7:15;28/08/2019;7:15:20 a. m.;3;NA
POST;E27;Gato;28/08/2019 20:59;28/08/2019;8:59:57 p. m.;3;NA
POST;E28;Ave;19/08/2019 11:37;19/08/2019;11:37:22 a. m.;2;NA
POST;E28;Carpincho;21/08/2019 6:41;21/08/2019;6:41:43 a. m.;3;NA
POST;E28;Gato;19/08/2019 20:07;19/08/2019;8:07:18 p. m.;2;NA
POST;E29;Ave;02/09/2019 10:34;02/09/2019;10:34:38 a. m.;12;2
POST;E29;Carpincho;03/09/2019 4:21;03/09/2019;4:21:45 a. m.;3;2
POST;E29;Carpincho;04/09/2019 3:07;04/09/2019;3:07:48 a. m.;2;NA
POST;E29;Carpincho;04/09/2019 5:21;04/09/2019;5:21:58 a. m.;9;NA
POST;E29;Carpincho;06/09/2019 2:35;06/09/2019;2:35:59 a. m.;3;NA
POST;E29;Colilargo;07/09/2019 3:33;07/09/2019;3:33:15 a. m.;3;NA
POST;E30;Ave;26/08/2019 12:45;26/08/2019;12:45:53 p. m.;3;NA
POST;E30;Gato;28/08/2019 18:34;28/08/2019;6:34:21 p. m.;3;NA
POST;E30;Gato;31/08/2019 5:40;31/08/2019;5:40:22 a. m.;3;NA
POST;E31;Ave;10/09/2019 11:14;10/09/2019;11:14:38 a. m.;3;NA
POST;E31;Colilargo;14/09/2019 19:58;14/09/2019;7:58:48 p. m.;3;NA
POST;E31;Gato;11/09/2019 11:08;11/09/2019;11:08:57 a. m.;3;NA
POST;E31;Gato;12/09/2019 11:11;12/09/2019;11:11:49 a. m.;2;NA
POST;E32;Ave;10/09/2019 16:45;10/09/2019;4:45:23 p. m.;6;NA
POST;E32;Gato;11/09/2019 14:57;11/09/2019;2:57:21 p. m.;3;NA
POST;E33;Gato;10/09/2019 9:51;10/09/2019;9:51:49 a. m.;3;NA
POST;E33;Gato;10/09/2019 9:58;10/09/2019;9:58:10 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:08;10/09/2019;10:08:44 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:10;10/09/2019;10:10:57 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:13;10/09/2019;10:13:49 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:17;10/09/2019;10:17:19 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:24;10/09/2019;10:24:53 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:30;10/09/2019;10:30:52 a. m.;3;NA
POST;E33;Gato;10/09/2019 10:44;10/09/2019;10:44:37 a. m.;6;NA
POST;E33;Gato;10/09/2019 10:48;10/09/2019;10:48:04 a. m.;6;NA
POST;E33;Gato;10/09/2019 10:52;10/09/2019;10:52:40 a. m.;3;NA
POST;E33;Gato;10/09/2019 11:00;10/09/2019;11:00:54 a. m.;6;NA
POST;E33;Gato;10/09/2019 11:19;10/09/2019;11:19:45 a. m.;3;NA
POST;E33;Gato;10/09/2019 11:31;10/09/2019;11:31:01 a. m.;3;NA
POST;E33;Gato;10/09/2019 11:34;10/09/2019;11:34:59 a. m.;6;NA
POST;E33;Gato;10/09/2019 11:41;10/09/2019;11:41:52 a. m.;3;NA
POST;E33;Gato;10/09/2019 11:49;10/09/2019;11:49:59 a. m.;3;NA
POST;E33;Gato;10/09/2019 11:52;10/09/2019;11:52:20 a. m.;3;2
POST;E33;Gato;10/09/2019 11:55;10/09/2019;11:55:01 a. m.;2;2
POST;E33;Gato;10/09/2019 12:02;10/09/2019;12:02:21 p. m.;3;NA
POST;E33;Gato;10/09/2019 12:06;10/09/2019;12:06:29 p. m.;2;2
POST;E33;Gato;10/09/2019 12:12;10/09/2019;12:12:08 p. m.;9;2
POST;E33;Gato;10/09/2019 12:25;10/09/2019;12:25:59 p. m.;3;NA
POST;E33;Gato;10/09/2019 12:28;10/09/2019;12:28:09 p. m.;3;2
POST;E33;Gato;10/09/2019 12:42;10/09/2019;12:42:39 p. m.;3;NA
POST;E33;Gato;10/09/2019 12:45;10/09/2019;12:45:39 p. m.;3;NA
POST;E33;Gato;10/09/2019 12:54;10/09/2019;12:54:25 p. m.;3;2
POST;E33;Gato;10/09/2019 12:56;10/09/2019;12:56:39 p. m.;6;2
POST;E33;Gato;10/09/2019 13:06;10/09/2019;1:06:17 p. m.;3;NA
POST;E33;Gato;10/09/2019 13:08;10/09/2019;1:08:39 p. m.;6;NA
POST;E33;Gato;10/09/2019 13:14;10/09/2019;1:14:19 p. m.;2;NA
POST;E33;Gato;10/09/2019 13:25;10/09/2019;1:25:42 p. m.;3;NA
POST;E33;Gato;10/09/2019 13:34;10/09/2019;1:34:51 p. m.;3;NA
POST;E33;Gato;10/09/2019 13:47;10/09/2019;1:47:22 p. m.;6;NA
POST;E33;Gato;10/09/2019 13:57;10/09/2019;1:57:39 p. m.;3;NA
POST;E33;Gato;10/09/2019 14:00;10/09/2019;2:00:01 p. m.;3;NA
POST;E33;Gato;10/09/2019 14:07;10/09/2019;2:07:36 p. m.;5;NA
POST;E33;Gato;10/09/2019 14:11;10/09/2019;2:11:11 p. m.;3;NA
POST;E33;Gato;10/09/2019 14:15;10/09/2019;2:15:02 p. m.;3;NA
POST;E33;Gato;10/09/2019 14:24;10/09/2019;2:24:29 p. m.;12;NA
POST;E33;Gato;10/09/2019 14:28;10/09/2019;2:28:23 p. m.;3;NA
POST;E33;Gato;10/09/2019 14:35;10/09/2019;2:35:56 p. m.;3;NA
POST;E33;Gato;10/09/2019 14:38;10/09/2019;2:38:27 p. m.;3;3
