Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_Observador_gato;metadata_SP;n_images;metadata_Grupo;metadata_ID_gato;metadata_NegroINSUFICIENTE;HierarchicalSubject
913;E34;E34;Gato;6216318;384497;12/09/2019 15:11;12/09/2019;3:11:33 p. m.;394;66;1;0;CamarasIMG19/E34;09120481.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
914;E34;E34;Gato;6216318;384497;12/09/2019 15:19;12/09/2019;3:19:01 p. m.;446;74;1;0;CamarasIMG19/E34;09120484.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
915;E34;E34;Gato;6216318;384497;12/09/2019 15:40;12/09/2019;3:40:01 p. m.;1258;21;4;0;CamarasIMG19/E34;09120487.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
916;E34;E34;Gato;6216318;384497;12/09/2019 15:42;12/09/2019;3:42:29 p. m.;146;24;0;0;CamarasIMG19/E34;09120490.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
917;E34;E34;Gato;6216318;384497;12/09/2019 15:50;12/09/2019;3:50:39 p. m.;488;81;1;0;CamarasIMG19/E34;09120493.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
918;E34;E34;Gato;6216318;384497;12/09/2019 16:03;12/09/2019;4:03:19 p. m.;758;126;2;0;CamarasIMG19/E34;09120496.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
919;E34;E34;Gato;6216318;384497;12/09/2019 16:46;12/09/2019;4:46:44 p. m.;2603;434;7;0;CamarasIMG19/E34;09120499.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
920;E34;E34;Gato;6216318;384497;12/09/2019 17:17;12/09/2019;5:17:15 p. m.;1829;305;5;0;CamarasIMG19/E34;09120502.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
921;E34;E34;Gato;6216318;384497;12/09/2019 17:22;12/09/2019;5:22:30 p. m.;313;52;1;0;CamarasIMG19/E34;09120505.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
922;E34;E34;Gato;6216318;384497;12/09/2019 19:19;12/09/2019;7:19:21 p. m.;7009;1168;19;1;CamarasIMG19/E34;09120508.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
923;E34;E34;Gato;6216318;384497;12/09/2019 20:00;12/09/2019;8:00:12 p. m.;2449;408;7;0;CamarasIMG19/E34;09120511.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
924;E34;E34;Gato;6216318;384497;12/09/2019 20:24;12/09/2019;8:24:00 p. m.;1426;238;4;0;CamarasIMG19/E34;09120514.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
925;E34;E34;Gato;6216318;384497;12/09/2019 21:08;12/09/2019;9:08:22 p. m.;2660;443;7;0;CamarasIMG19/E34;09120520.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
926;E34;E34;Gato;6216318;384497;12/09/2019 21:18;12/09/2019;9:18:10 p. m.;585;98;2;0;CamarasIMG19/E34;09120523.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
927;E34;E34;Gato;6216318;384497;12/09/2019 21:44;12/09/2019;9:44:02 p. m.;1550;258;4;0;CamarasIMG19/E34;09120526.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
928;E34;E34;Gato;6216318;384497;12/09/2019 21:59;12/09/2019;9:59:06 p. m.;902;15;2;0;CamarasIMG19/E34;09120529.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
929;E34;E34;Gato;6216318;384497;12/09/2019 22:26;12/09/2019;10:26:07 p. m.;1619;27;4;0;CamarasIMG19/E34;09120532.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
930;E34;E34;Gato;6216318;384497;12/09/2019 22:32;12/09/2019;10:32:01 p. m.;352;59;1;0;CamarasIMG19/E34;09120535.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
931;E34;E34;Gato;6216318;384497;12/09/2019 22:35;12/09/2019;10:35:20 p. m.;139;23;0;0;CamarasIMG19/E34;09120541.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
932;E34;E34;Gato;6216318;384497;12/09/2019 22:39;12/09/2019;10:39:10 p. m.;228;38;1;0;CamarasIMG19/E34;09120547.JPG;Ian;Gato;30;NA;NA;NA;SP|Gato, Observador_gato|Ian
933;E34;E34;Gato;6216318;384497;13/09/2019 1:50;13/09/2019;1:50:34 a. m.;11312;1885;31;1;CamarasIMG19/E34;09130577.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
934;E34;E34;Gato;6216318;384497;13/09/2019 5:01;13/09/2019;5:01:19 a. m.;11442;1907;32;1;CamarasIMG19/E34;09130583.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
935;E34;E34;Gato;6216318;384497;13/09/2019 5:33;13/09/2019;5:33:58 a. m.;1956;326;5;0;CamarasIMG19/E34;09130586.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
936;E34;E34;Gato;6216318;384497;13/09/2019 5:52;13/09/2019;5:52:14 a. m.;1093;182;3;0;CamarasIMG19/E34;09130589.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
937;E34;E34;Gato;6216318;384497;13/09/2019 6:15;13/09/2019;6:15:05 a. m.;1368;228;4;0;CamarasIMG19/E34;09130592.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
938;E34;E34;Gato;6216318;384497;13/09/2019 7:35;13/09/2019;7:35:12 a. m.;4805;801;13;1;CamarasIMG19/E34;09130595.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
939;E34;E34;Gato;6216318;384497;13/09/2019 9:34;13/09/2019;9:34:01 a. m.;7127;1188;2;1;CamarasIMG19/E34;09130601.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
940;E34;E34;Gato;6216318;384497;13/09/2019 9:49;13/09/2019;9:49:08 a. m.;905;151;3;0;CamarasIMG19/E34;09130604.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
941;E34;E34;Gato;6216318;384497;13/09/2019 10:07;13/09/2019;10:07:31 a. m.;1101;184;3;0;CamarasIMG19/E34;09130607.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
942;E34;E34;Gato;6216318;384497;13/09/2019 12:47;13/09/2019;12:47:28 p. m.;9595;1599;27;1;CamarasIMG19/E34;09130610.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
943;E34;E34;Gato;6216318;384497;13/09/2019 12:57;13/09/2019;12:57:59 p. m.;629;105;2;0;CamarasIMG19/E34;09130613.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
944;E34;E34;Gato;6216318;384497;13/09/2019 13:04;13/09/2019;1:04:05 p. m.;333;55;1;0;CamarasIMG19/E34;09130619.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
945;E34;E34;Gato;6216318;384497;13/09/2019 13:10;13/09/2019;1:10:34 p. m.;387;65;1;0;CamarasIMG19/E34;09130622.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
946;E34;E34;Gato;6216318;384497;13/09/2019 13:13;13/09/2019;1:13:06 p. m.;120;2;0;0;CamarasIMG19/E34;09130628.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
947;E34;E34;Gato;6216318;384497;13/09/2019 13:26;13/09/2019;1:26:14 p. m.;785;131;2;0;CamarasIMG19/E34;09130631.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
948;E34;E34;Gato;6216318;384497;13/09/2019 13:35;13/09/2019;1:35:18 p. m.;471;78;1;0;CamarasIMG19/E34;09130637.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
949;E34;E34;Gato;6216318;384497;13/09/2019 13:48;13/09/2019;1:48:48 p. m.;808;135;2;0;CamarasIMG19/E34;09130640.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
950;E34;E34;Gato;6216318;384497;13/09/2019 14:03;13/09/2019;2:03:07 p. m.;857;143;2;0;CamarasIMG19/E34;09130643.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
951;E34;E34;Gato;6216318;384497;13/09/2019 14:45;13/09/2019;2:45:07 p. m.;2518;42;7;0;CamarasIMG19/E34;09130646.JPG;Ian;Gato;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
952;E34;E34;Gato;6216318;384497;13/09/2019 14:52;13/09/2019;2:52:42 p. m.;453;75;1;0;CamarasIMG19/E34;09130649.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
953;E34;E34;Gato;6216318;384497;13/09/2019 15:25;13/09/2019;3:25:45 p. m.;1981;33;6;0;CamarasIMG19/E34;09130667.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
954;E34;E34;Gato;6216318;384497;13/09/2019 16:53;13/09/2019;4:53:34 p. m.;5267;878;15;1;CamarasIMG19/E34;09130676.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
955;E34;E34;Gato;6216318;384497;13/09/2019 16:59;13/09/2019;4:59:42 p. m.;365;61;1;0;CamarasIMG19/E34;09130679.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
956;E34;E34;Gato;6216318;384497;13/09/2019 17:23;13/09/2019;5:23:41 p. m.;1437;239;4;0;CamarasIMG19/E34;09130682.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
957;E34;E34;Gato;6216318;384497;13/09/2019 17:30;13/09/2019;5:30:07 p. m.;384;64;1;0;CamarasIMG19/E34;09130685.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
958;E34;E34;Gato;6216318;384497;13/09/2019 17:54;13/09/2019;5:54:44 p. m.;1475;246;4;0;CamarasIMG19/E34;09130688.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
959;E34;E34;Gato;6216318;384497;13/09/2019 18:26;13/09/2019;6:26:22 p. m.;1896;316;5;0;CamarasIMG19/E34;09130691.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
960;E34;E34;Gato;6216318;384497;13/09/2019 18:45;13/09/2019;6:45:19 p. m.;1135;189;3;0;CamarasIMG19/E34;09130694.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
961;E34;E34;Gato;6216318;384497;13/09/2019 19:14;13/09/2019;7:14:33 p. m.;1752;292;5;0;CamarasIMG19/E34;09130697.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
962;E34;E34;Gato;6216318;384497;13/09/2019 19:49;13/09/2019;7:49:36 p. m.;2101;35;6;0;CamarasIMG19/E34;09130700.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
963;E34;E34;Gato;6216318;384497;13/09/2019 19:55;13/09/2019;7:55:43 p. m.;365;61;1;0;CamarasIMG19/E34;09130703.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
964;E34;E34;Gato;6216318;384497;13/09/2019 20:00;13/09/2019;8:00:01 p. m.;256;43;1;0;CamarasIMG19/E34;09130706.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
965;E34;E34;Gato;6216318;384497;13/09/2019 20:27;13/09/2019;8:27:40 p. m.;1656;276;5;0;CamarasIMG19/E34;09130709.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
966;E34;E34;Gato;6216318;384497;13/09/2019 20:55;13/09/2019;8:55:45 p. m.;1683;281;5;0;CamarasIMG19/E34;09130712.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
967;E34;E34;Gato;6216318;384497;13/09/2019 21:29;13/09/2019;9:29:02 p. m.;1994;332;6;0;CamarasIMG19/E34;09130715.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
968;E34;E34;Gato;6216318;384497;13/09/2019 21:48;13/09/2019;9:48:34 p. m.;1169;195;3;0;CamarasIMG19/E34;09130718.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
969;E34;E34;Gato;6216318;384497;13/09/2019 22:25;13/09/2019;10:25:46 p. m.;2229;371;6;0;CamarasIMG19/E34;09130721.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
970;E34;E34;Gato;6216318;384497;13/09/2019 22:51;13/09/2019;10:51:39 p. m.;1551;259;4;0;CamarasIMG19/E34;09130724.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
971;E34;E34;Gato;6216318;384497;13/09/2019 23:34;13/09/2019;11:34:32 p. m.;2571;429;7;0;CamarasIMG19/E34;09130727.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
972;E34;E34;Gato;6216318;384497;13/09/2019 23:38;13/09/2019;11:38:28 p. m.;206;34;1;0;CamarasIMG19/E34;09130733.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
973;E34;E34;Gato;6216318;384497;13/09/2019 23:53;13/09/2019;11:53:44 p. m.;914;152;3;0;CamarasIMG19/E34;09130736.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
974;E34;E34;Gato;6216318;384497;14/09/2019 0:45;14/09/2019;12:45:38 a. m.;3112;519;9;0;CamarasIMG19/E34;09140739.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
975;E34;E34;Gato;6216318;384497;14/09/2019 1:33;14/09/2019;1:33:56 a. m.;2896;483;8;0;CamarasIMG19/E34;09140742.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
976;E34;E34;Gato;6216318;384497;14/09/2019 2:36;14/09/2019;2:36:17 a. m.;3739;623;1;0;CamarasIMG19/E34;09140745.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
977;E34;E34;Gato;6216318;384497;14/09/2019 3:01;14/09/2019;3:01:59 a. m.;1540;257;4;0;CamarasIMG19/E34;09140751.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
978;E34;E34;Gato;6216318;384497;14/09/2019 5:29;14/09/2019;5:29:15 a. m.;8834;1472;25;1;CamarasIMG19/E34;09140754.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
979;E34;E34;Gato;6216318;384497;14/09/2019 6:17;14/09/2019;6:17:46 a. m.;2909;485;8;0;CamarasIMG19/E34;09140757.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
980;E34;E34;Gato;6216318;384497;14/09/2019 6:28;14/09/2019;6:28:10 a. m.;534;89;1;0;CamarasIMG19/E34;09140763.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
981;E34;E34;Gato;6216318;384497;14/09/2019 7:06;14/09/2019;7:06:50 a. m.;2318;386;6;0;CamarasIMG19/E34;09140766.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
982;E34;E34;Gato;6216318;384497;14/09/2019 8:02;14/09/2019;8:02:57 a. m.;3365;561;9;0;CamarasIMG19/E34;09140769.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
983;E34;E34;Gato;6216318;384497;14/09/2019 8:20;14/09/2019;8:20:43 a. m.;1064;177;3;0;CamarasIMG19/E34;09140772.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
984;E34;E34;Gato;6216318;384497;14/09/2019 8:37;14/09/2019;8:37:00 a. m.;975;162;3;0;CamarasIMG19/E34;09140775.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
985;E34;E34;Gato;6216318;384497;14/09/2019 8:42;14/09/2019;8:42:17 a. m.;315;52;1;0;CamarasIMG19/E34;09140781.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
986;E34;E34;Gato;6216318;384497;14/09/2019 9:29;14/09/2019;9:29:53 a. m.;2854;476;8;0;CamarasIMG19/E34;09140784.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
987;E34;E34;Gato;6216318;384497;14/09/2019 10:26;14/09/2019;10:26:37 a. m.;3402;567;9;0;CamarasIMG19/E34;09140787.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
988;E34;E34;Gato;6216318;384497;14/09/2019 11:55;14/09/2019;11:55:31 a. m.;5332;889;15;1;CamarasIMG19/E34;09140805.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
989;E34;E34;Gato;6216318;384497;14/09/2019 12:51;14/09/2019;12:51:53 p. m.;3379;563;9;0;CamarasIMG19/E34;09140808.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
990;E34;E34;Gato;6216318;384497;14/09/2019 13:05;14/09/2019;1:05:18 p. m.;803;134;2;0;CamarasIMG19/E34;09140811.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
991;E34;E34;Gato;6216318;384497;14/09/2019 13:18;14/09/2019;1:18:05 p. m.;764;127;2;0;CamarasIMG19/E34;09140814.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
992;E34;E34;Gato;6216318;384497;14/09/2019 14:08;14/09/2019;2:08:51 p. m.;3044;507;8;0;CamarasIMG19/E34;09140817.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
993;E34;E34;Gato;6216318;384497;14/09/2019 14:35;14/09/2019;2:35:22 p. m.;1589;265;4;0;CamarasIMG19/E34;09140820.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
994;E34;E34;Gato;6216318;384497;14/09/2019 14:41;14/09/2019;2:41:22 p. m.;358;6;1;0;CamarasIMG19/E34;09140823.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
995;E34;E34;Gato;6216318;384497;14/09/2019 14:45;14/09/2019;2:45:01 p. m.;217;36;1;0;CamarasIMG19/E34;09140826.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
996;E34;E34;Gato;6216318;384497;14/09/2019 15:31;14/09/2019;3:31:29 p. m.;2786;464;8;0;CamarasIMG19/E34;09140829.JPG;Ian;Gato;3;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
997;E34;E34;Gato;6216318;384497;14/09/2019 16:58;14/09/2019;4:58:34 p. m.;5223;87;14;1;CamarasIMG19/E34;09140832.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
998;E34;E34;Gato;6216318;384497;14/09/2019 18:12;14/09/2019;6:12:52 p. m.;4456;743;12;0;CamarasIMG19/E34;09140835.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
999;E34;E34;Gato;6216318;384497;14/09/2019 18:25;14/09/2019;6:25:26 p. m.;752;125;2;0;CamarasIMG19/E34;09140838.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1000;E34;E34;Gato;6216318;384497;14/09/2019 19:08;14/09/2019;7:08:49 p. m.;2601;434;7;0;CamarasIMG19/E34;09140841.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1001;E34;E34;Gato;6216318;384497;14/09/2019 19:16;14/09/2019;7:16:03 p. m.;431;72;1;0;CamarasIMG19/E34;09140844.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1002;E34;E34;Gato;6216318;384497;14/09/2019 19:18;14/09/2019;7:18:11 p. m.;126;21;0;0;CamarasIMG19/E34;09140847.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1003;E34;E34;Gato;6216318;384497;14/09/2019 19:21;14/09/2019;7:21:05 p. m.;172;29;0;0;CamarasIMG19/E34;09140850.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1004;E34;E34;Gato;6216318;384497;14/09/2019 19:38;14/09/2019;7:38:55 p. m.;1068;178;3;0;CamarasIMG19/E34;09140853.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1005;E34;E34;Gato;6216318;384497;14/09/2019 20:44;14/09/2019;8:44:08 p. m.;3911;652;11;0;CamarasIMG19/E34;09140856.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1006;E34;E34;Gato;6216318;384497;14/09/2019 20:56;14/09/2019;8:56:55 p. m.;765;128;2;0;CamarasIMG19/E34;09140859.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1007;E34;E34;Gato;6216318;384497;14/09/2019 21:54;14/09/2019;9:54:52 p. m.;3474;579;1;0;CamarasIMG19/E34;09140862.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1008;E34;E34;Gato;6216318;384497;15/09/2019 0:18;15/09/2019;12:18:48 a. m.;8634;1439;24;1;CamarasIMG19/E34;09150868.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1009;E34;E34;Gato;6216318;384497;15/09/2019 0:37;15/09/2019;12:37:05 a. m.;1095;182;3;0;CamarasIMG19/E34;09150871.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1010;E34;E34;Gato;6216318;384497;15/09/2019 0:57;15/09/2019;12:57:12 a. m.;1204;201;3;0;CamarasIMG19/E34;09150874.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1011;E34;E34;Gato;6216318;384497;15/09/2019 4:57;15/09/2019;4:57:38 a. m.;14424;2404;4;2;CamarasIMG19/E34;09150877.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1012;E34;E34;Gato;6216318;384497;15/09/2019 6:14;15/09/2019;6:14:58 a. m.;4638;773;13;1;CamarasIMG19/E34;09150880.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
1013;E34;E34;Perro;6216318;384497;12/09/2019 6:48;12/09/2019;6:48:40 a. m.;0;0;0;0;CamarasIMG19/E34;09120412.JPG;Ian;Perro;3;NA;NA;NA;SP|Perro, Observador_gato|Ian
1014;E34;E34;Perro;6216318;384497;12/09/2019 7:00;12/09/2019;7:00:03 a. m.;680;113;2;0;CamarasIMG19/E34;09120415.JPG;Ian;Perro;3;NA;NA;NA;SP|Perro, Observador_gato|Ian
