nro;PRE_POST;Station;FechayHora;Species2;Species;Grupo;Cuando;hora_redondeo;hora
963;POST_18;E33;13/09/2019 20:51;Gato;Gato_2019;1;13/09/2019 20:51;13/09/2019 21:00;21
964;POST_18;E33;13/09/2019 20:54;Gato;Gato_2019;1;13/09/2019 20:54;13/09/2019 21:00;21
965;POST_18;E33;13/09/2019 21:02;Gato;Gato_2019;1;13/09/2019 21:02;13/09/2019 21:00;21
966;POST_18;E33;13/09/2019 21:05;Gato;Gato_2019;1;13/09/2019 21:05;13/09/2019 21:00;21
967;POST_18;E33;13/09/2019 21:07;Gato;Gato_2019;1;13/09/2019 21:07;13/09/2019 21:00;21
968;POST_18;E33;13/09/2019 21:50;Gato;Gato_2019;1;13/09/2019 21:50;13/09/2019 22:00;22
969;POST_18;E33;13/09/2019 22:09;Gato;Gato_2019;1;13/09/2019 22:09;13/09/2019 22:00;22
970;POST_18;E33;13/09/2019 22:11;Gato;Gato_2019;1;13/09/2019 22:11;13/09/2019 22:00;22
971;POST_18;E33;13/09/2019 22:25;Gato;Gato_2019;1;13/09/2019 22:25;13/09/2019 22:00;22
972;POST_18;E33;13/09/2019 22:28;Gato;Gato_2019;1;13/09/2019 22:28;13/09/2019 22:00;22
973;POST_18;E33;13/09/2019 22:31;Gato;Gato_2019;1;13/09/2019 22:31;13/09/2019 23:00;23
974;POST_18;E33;13/09/2019 22:33;Gato;Gato_2019;1;13/09/2019 22:33;13/09/2019 23:00;23
975;POST_18;E33;13/09/2019 22:43;Gato;Gato_2019;1;13/09/2019 22:43;13/09/2019 23:00;23
976;POST_18;E33;13/09/2019 23:05;Gato;Gato_2019;1;13/09/2019 23:05;13/09/2019 23:00;23
977;POST_18;E33;13/09/2019 23:09;Gato;Gato_2019;1;13/09/2019 23:09;13/09/2019 23:00;23
978;POST_18;E33;13/09/2019 23:17;Gato;Gato_2019;1;13/09/2019 23:17;13/09/2019 23:00;23
979;POST_18;E33;13/09/2019 23:19;Gato;Gato_2019;1;13/09/2019 23:19;13/09/2019 23:00;23
980;POST_18;E33;13/09/2019 23:46;Gato;Gato_2019;1;13/09/2019 23:46;14/09/2019 0:00;0
981;POST_18;E33;14/09/2019 0:06;Gato;Gato_2019;1;14/09/2019 0:06;14/09/2019 0:00;0
982;POST_18;E33;14/09/2019 0:11;Gato;Gato_2019;1;14/09/2019 0:11;14/09/2019 0:00;0
983;POST_18;E33;14/09/2019 2:57;Gato;Gato_2019;1;14/09/2019 2:57;14/09/2019 3:00;3
984;POST_18;E33;14/09/2019 4:33;Gato;Gato_2019;1;14/09/2019 4:33;14/09/2019 5:00;5
985;POST_18;E33;14/09/2019 4:54;Gato;Gato_2019;1;14/09/2019 4:54;14/09/2019 5:00;5
986;POST_18;E33;14/09/2019 5:58;Gato;Gato_2019;1;14/09/2019 5:58;14/09/2019 6:00;6
987;POST_18;E33;14/09/2019 6:07;Gato;Gato_2019;1;14/09/2019 6:07;14/09/2019 6:00;6
988;POST_18;E33;14/09/2019 6:24;Gato;Gato_2019;1;14/09/2019 6:24;14/09/2019 6:00;6
989;POST_18;E33;14/09/2019 7:22;Gato;Gato_2019;1;14/09/2019 7:22;14/09/2019 7:00;7
990;POST_18;E33;14/09/2019 7:48;Gato;Gato_2019;1;14/09/2019 7:48;14/09/2019 8:00;8
991;POST_18;E33;14/09/2019 8:08;Gato;Gato_2019;1;14/09/2019 8:08;14/09/2019 8:00;8
992;POST_18;E33;14/09/2019 8:43;Gato;Gato_2019;1;14/09/2019 8:43;14/09/2019 9:00;9
993;POST_18;E33;14/09/2019 8:52;Gato;Gato_2019;1;14/09/2019 8:52;14/09/2019 9:00;9
994;POST_18;E33;14/09/2019 9:17;Gato;Gato_2019;1;14/09/2019 9:17;14/09/2019 9:00;9
995;POST_18;E33;14/09/2019 9:29;Gato;Gato_2019;1;14/09/2019 9:29;14/09/2019 9:00;9
996;POST_18;E33;14/09/2019 9:35;Gato;Gato_2019;1;14/09/2019 9:35;14/09/2019 10:00;10
997;POST_18;E33;14/09/2019 9:48;Gato;Gato_2019;1;14/09/2019 9:48;14/09/2019 10:00;10
998;POST_18;E33;14/09/2019 9:52;Gato;Gato_2019;1;14/09/2019 9:52;14/09/2019 10:00;10
999;POST_18;E33;14/09/2019 10:05;Gato;Gato_2019;1;14/09/2019 10:05;14/09/2019 10:00;10
1000;POST_18;E33;14/09/2019 10:11;Gato;Gato_2019;1;14/09/2019 10:11;14/09/2019 10:00;10
1001;POST_18;E33;14/09/2019 10:14;Gato;Gato_2019;1;14/09/2019 10:14;14/09/2019 10:00;10
1002;POST_18;E33;14/09/2019 10:17;Gato;Gato_2019;1;14/09/2019 10:17;14/09/2019 10:00;10
1003;POST_18;E33;14/09/2019 10:23;Gato;Gato_2019;1;14/09/2019 10:23;14/09/2019 10:00;10
1004;POST_18;E33;14/09/2019 10:27;Gato;Gato_2019;1;14/09/2019 10:27;14/09/2019 10:00;10
1005;POST_18;E33;14/09/2019 10:34;Gato;Gato_2019;1;14/09/2019 10:34;14/09/2019 11:00;11
1006;POST_18;E33;14/09/2019 10:49;Gato;Gato_2019;1;14/09/2019 10:49;14/09/2019 11:00;11
1007;POST_18;E33;14/09/2019 10:53;Gato;Gato_2019;1;14/09/2019 10:53;14/09/2019 11:00;11
1008;POST_18;E33;14/09/2019 11:00;Gato;Gato_2019;1;14/09/2019 11:00;14/09/2019 11:00;11
1009;POST_18;E33;14/09/2019 11:04;Gato;Gato_2019;1;14/09/2019 11:04;14/09/2019 11:00;11
1010;POST_18;E33;14/09/2019 11:06;Gato;Gato_2019;1;14/09/2019 11:06;14/09/2019 11:00;11
1011;POST_18;E33;14/09/2019 11:19;Gato;Gato_2019;1;14/09/2019 11:19;14/09/2019 11:00;11
1012;POST_18;E33;14/09/2019 11:34;Gato;Gato_2019;1;14/09/2019 11:34;14/09/2019 12:00;12
1013;POST_18;E33;14/09/2019 12:33;Gato;Gato_2019;1;14/09/2019 12:33;14/09/2019 13:00;13
1014;POST_18;E33;14/09/2019 12:46;Gato;Gato_2019;1;14/09/2019 12:46;14/09/2019 13:00;13
1015;POST_18;E33;14/09/2019 12:55;Gato;Gato_2019;1;14/09/2019 12:55;14/09/2019 13:00;13
1016;POST_18;E33;14/09/2019 13:07;Gato;Gato_2019;1;14/09/2019 13:07;14/09/2019 13:00;13
1017;POST_18;E33;14/09/2019 13:13;Gato;Gato_2019;1;14/09/2019 13:13;14/09/2019 13:00;13
1018;POST_18;E33;14/09/2019 13:16;Gato;Gato_2019;1;14/09/2019 13:16;14/09/2019 13:00;13
1019;POST_18;E33;14/09/2019 13:20;Gato;Gato_2019;1;14/09/2019 13:20;14/09/2019 13:00;13
1020;POST_18;E33;14/09/2019 13:23;Gato;Gato_2019;1;14/09/2019 13:23;14/09/2019 13:00;13
1021;POST_18;E33;14/09/2019 13:31;Gato;Gato_2019;1;14/09/2019 13:31;14/09/2019 14:00;14
1022;POST_18;E33;14/09/2019 13:41;Gato;Gato_2019;1;14/09/2019 13:41;14/09/2019 14:00;14
1023;POST_18;E33;14/09/2019 13:45;Gato;Gato_2019;1;14/09/2019 13:45;14/09/2019 14:00;14
1024;POST_18;E33;14/09/2019 13:51;Gato;Gato_2019;1;14/09/2019 13:51;14/09/2019 14:00;14
1025;POST_18;E33;14/09/2019 13:58;Gato;Gato_2019;1;14/09/2019 13:58;14/09/2019 14:00;14
1026;POST_18;E33;14/09/2019 14:02;Gato;Gato_2019;1;14/09/2019 14:02;14/09/2019 14:00;14
1027;POST_18;E33;14/09/2019 14:20;Gato;Gato_2019;1;14/09/2019 14:20;14/09/2019 14:00;14
1028;POST_18;E33;14/09/2019 14:25;Gato;Gato_2019;1;14/09/2019 14:25;14/09/2019 14:00;14
1029;POST_18;E33;14/09/2019 14:33;Gato;Gato_2019;1;14/09/2019 14:33;14/09/2019 15:00;15
1030;POST_18;E33;14/09/2019 14:48;Gato;Gato_2019;1;14/09/2019 14:48;14/09/2019 15:00;15
1031;POST_18;E33;14/09/2019 15:01;Gato;Gato_2019;1;14/09/2019 15:01;14/09/2019 15:00;15
1032;POST_18;E33;14/09/2019 15:41;Gato;Gato_2019;1;14/09/2019 15:41;14/09/2019 16:00;16
1033;POST_18;E33;14/09/2019 15:49;Gato;Gato_2019;1;14/09/2019 15:49;14/09/2019 16:00;16
1034;POST_18;E33;14/09/2019 16:01;Gato;Gato_2019;1;14/09/2019 16:01;14/09/2019 16:00;16
1035;POST_18;E33;14/09/2019 16:26;Gato;Gato_2019;1;14/09/2019 16:26;14/09/2019 16:00;16
1036;POST_18;E33;14/09/2019 16:42;Gato;Gato_2019;1;14/09/2019 16:42;14/09/2019 17:00;17
1037;POST_18;E33;14/09/2019 16:59;Gato;Gato_2019;1;14/09/2019 16:59;14/09/2019 17:00;17
1038;POST_18;E33;14/09/2019 17:21;Gato;Gato_2019;1;14/09/2019 17:21;14/09/2019 17:00;17
1039;POST_18;E33;14/09/2019 17:23;Gato;Gato_2019;1;14/09/2019 17:23;14/09/2019 17:00;17
1040;POST_18;E33;14/09/2019 17:29;Gato;Gato_2019;1;14/09/2019 17:29;14/09/2019 17:00;17
1041;POST_18;E33;14/09/2019 17:43;Gato;Gato_2019;1;14/09/2019 17:43;14/09/2019 18:00;18
1042;POST_18;E33;14/09/2019 18:00;Gato;Gato_2019;1;14/09/2019 18:00;14/09/2019 18:00;18
1043;POST_18;E33;14/09/2019 18:13;Gato;Gato_2019;1;14/09/2019 18:13;14/09/2019 18:00;18
1044;POST_18;E33;14/09/2019 18:18;Gato;Gato_2019;1;14/09/2019 18:18;14/09/2019 18:00;18
1045;POST_18;E33;14/09/2019 18:25;Gato;Gato_2019;1;14/09/2019 18:25;14/09/2019 18:00;18
1046;POST_18;E33;14/09/2019 18:31;Gato;Gato_2019;1;14/09/2019 18:31;14/09/2019 19:00;19
1047;POST_18;E33;14/09/2019 18:39;Gato;Gato_2019;1;14/09/2019 18:39;14/09/2019 19:00;19
1048;POST_18;E33;14/09/2019 18:44;Gato;Gato_2019;1;14/09/2019 18:44;14/09/2019 19:00;19
1049;POST_18;E33;14/09/2019 18:50;Gato;Gato_2019;1;14/09/2019 18:50;14/09/2019 19:00;19
1050;POST_18;E33;14/09/2019 18:52;Gato;Gato_2019;1;14/09/2019 18:52;14/09/2019 19:00;19
1051;POST_18;E33;14/09/2019 18:56;Gato;Gato_2019;1;14/09/2019 18:56;14/09/2019 19:00;19
1052;POST_18;E33;14/09/2019 19:00;Gato;Gato_2019;1;14/09/2019 19:00;14/09/2019 19:00;19
1053;POST_18;E33;14/09/2019 19:07;Gato;Gato_2019;1;14/09/2019 19:07;14/09/2019 19:00;19
1054;POST_18;E33;14/09/2019 19:12;Gato;Gato_2019;1;14/09/2019 19:12;14/09/2019 19:00;19
1055;POST_18;E33;14/09/2019 19:14;Gato;Gato_2019;1;14/09/2019 19:14;14/09/2019 19:00;19
1056;POST_18;E33;14/09/2019 19:19;Gato;Gato_2019;1;14/09/2019 19:19;14/09/2019 19:00;19
1057;POST_18;E33;14/09/2019 19:32;Gato;Gato_2019;1;14/09/2019 19:32;14/09/2019 20:00;20
1058;POST_18;E33;14/09/2019 19:34;Gato;Gato_2019;1;14/09/2019 19:34;14/09/2019 20:00;20
1059;POST_18;E33;14/09/2019 19:36;Gato;Gato_2019;1;14/09/2019 19:36;14/09/2019 20:00;20
1060;POST_18;E33;14/09/2019 19:41;Gato;Gato_2019;1;14/09/2019 19:41;14/09/2019 20:00;20
1061;POST_18;E33;14/09/2019 19:45;Gato;Gato_2019;1;14/09/2019 19:45;14/09/2019 20:00;20
1062;POST_18;E33;14/09/2019 19:50;Gato;Gato_2019;1;14/09/2019 19:50;14/09/2019 20:00;20
1063;POST_18;E33;14/09/2019 19:54;Gato;Gato_2019;1;14/09/2019 19:54;14/09/2019 20:00;20
1064;POST_18;E33;14/09/2019 20:08;Gato;Gato_2019;1;14/09/2019 20:08;14/09/2019 20:00;20
1065;POST_18;E33;14/09/2019 20:11;Gato;Gato_2019;1;14/09/2019 20:11;14/09/2019 20:00;20
1066;POST_18;E33;14/09/2019 20:13;Gato;Gato_2019;1;14/09/2019 20:13;14/09/2019 20:00;20
1067;POST_18;E33;14/09/2019 20:16;Gato;Gato_2019;1;14/09/2019 20:16;14/09/2019 20:00;20
1068;POST_18;E33;14/09/2019 20:19;Gato;Gato_2019;1;14/09/2019 20:19;14/09/2019 20:00;20
1069;POST_18;E33;14/09/2019 20:21;Gato;Gato_2019;1;14/09/2019 20:21;14/09/2019 20:00;20
1070;POST_18;E33;14/09/2019 20:27;Gato;Gato_2019;1;14/09/2019 20:27;14/09/2019 20:00;20
1071;POST_18;E33;14/09/2019 20:41;Gato;Gato_2019;1;14/09/2019 20:41;14/09/2019 21:00;21
1072;POST_18;E33;14/09/2019 20:44;Gato;Gato_2019;1;14/09/2019 20:44;14/09/2019 21:00;21
1073;POST_18;E33;14/09/2019 20:48;Gato;Gato_2019;1;14/09/2019 20:48;14/09/2019 21:00;21
1074;POST_18;E33;14/09/2019 20:51;Gato;Gato_2019;1;14/09/2019 20:51;14/09/2019 21:00;21
1075;POST_18;E33;14/09/2019 20:55;Gato;Gato_2019;1;14/09/2019 20:55;14/09/2019 21:00;21
1076;POST_18;E33;14/09/2019 21:08;Gato;Gato_2019;1;14/09/2019 21:08;14/09/2019 21:00;21
1077;POST_18;E33;14/09/2019 21:10;Gato;Gato_2019;1;14/09/2019 21:10;14/09/2019 21:00;21
1078;POST_18;E33;14/09/2019 21:23;Gato;Gato_2019;1;14/09/2019 21:23;14/09/2019 21:00;21
1079;POST_18;E33;14/09/2019 21:27;Gato;Gato_2019;1;14/09/2019 21:27;14/09/2019 21:00;21
1080;POST_18;E33;14/09/2019 21:31;Gato;Gato_2019;1;14/09/2019 21:31;14/09/2019 22:00;22
1081;POST_18;E33;14/09/2019 21:34;Gato;Gato_2019;1;14/09/2019 21:34;14/09/2019 22:00;22
1082;POST_18;E33;14/09/2019 21:37;Gato;Gato_2019;1;14/09/2019 21:37;14/09/2019 22:00;22
1083;POST_18;E33;14/09/2019 21:41;Gato;Gato_2019;1;14/09/2019 21:41;14/09/2019 22:00;22
1084;POST_18;E33;14/09/2019 21:59;Gato;Gato_2019;1;14/09/2019 21:59;14/09/2019 22:00;22
1085;POST_18;E33;14/09/2019 22:04;Gato;Gato_2019;1;14/09/2019 22:04;14/09/2019 22:00;22
1086;POST_18;E33;14/09/2019 22:09;Gato;Gato_2019;1;14/09/2019 22:09;14/09/2019 22:00;22
1087;POST_18;E33;14/09/2019 22:13;Gato;Gato_2019;1;14/09/2019 22:13;14/09/2019 22:00;22
1088;POST_18;E33;14/09/2019 22:27;Gato;Gato_2019;1;14/09/2019 22:27;14/09/2019 22:00;22
1089;POST_18;E33;14/09/2019 22:29;Gato;Gato_2019;1;14/09/2019 22:29;14/09/2019 22:00;22
1090;POST_18;E33;14/09/2019 22:36;Gato;Gato_2019;1;14/09/2019 22:36;14/09/2019 23:00;23
1091;POST_18;E33;14/09/2019 22:39;Gato;Gato_2019;1;14/09/2019 22:39;14/09/2019 23:00;23
1092;POST_18;E33;14/09/2019 22:41;Gato;Gato_2019;1;14/09/2019 22:41;14/09/2019 23:00;23
1093;POST_18;E33;14/09/2019 22:53;Gato;Gato_2019;1;14/09/2019 22:53;14/09/2019 23:00;23
1094;POST_18;E33;14/09/2019 22:58;Gato;Gato_2019;1;14/09/2019 22:58;14/09/2019 23:00;23
1095;POST_18;E33;14/09/2019 23:02;Gato;Gato_2019;1;14/09/2019 23:02;14/09/2019 23:00;23
1096;POST_18;E33;14/09/2019 23:20;Gato;Gato_2019;1;14/09/2019 23:20;14/09/2019 23:00;23
1097;POST_18;E33;14/09/2019 23:24;Gato;Gato_2019;1;14/09/2019 23:24;14/09/2019 23:00;23
1098;POST_18;E33;14/09/2019 23:34;Gato;Gato_2019;1;14/09/2019 23:34;15/09/2019 0:00;0
1099;POST_18;E33;14/09/2019 23:42;Gato;Gato_2019;1;14/09/2019 23:42;15/09/2019 0:00;0
1100;POST_18;E33;14/09/2019 23:50;Gato;Gato_2019;1;14/09/2019 23:50;15/09/2019 0:00;0
1101;POST_18;E33;15/09/2019 0:01;Gato;Gato_2019;1;15/09/2019 0:01;15/09/2019 0:00;0
1102;POST_18;E33;15/09/2019 0:05;Gato;Gato_2019;1;15/09/2019 0:05;15/09/2019 0:00;0
1103;POST_18;E33;15/09/2019 0:07;Gato;Gato_2019;1;15/09/2019 0:07;15/09/2019 0:00;0
1104;POST_18;E33;15/09/2019 0:11;Gato;Gato_2019;1;15/09/2019 0:11;15/09/2019 0:00;0
1105;POST_18;E33;15/09/2019 0:17;Gato;Gato_2019;1;15/09/2019 0:17;15/09/2019 0:00;0
1106;POST_18;E33;15/09/2019 0:20;Gato;Gato_2019;1;15/09/2019 0:20;15/09/2019 0:00;0
1107;POST_18;E33;15/09/2019 0:23;Gato;Gato_2019;1;15/09/2019 0:23;15/09/2019 0:00;0
1108;POST_18;E33;15/09/2019 0:37;Gato;Gato_2019;1;15/09/2019 0:37;15/09/2019 1:00;1
1109;POST_18;E33;15/09/2019 0:54;Gato;Gato_2019;1;15/09/2019 0:54;15/09/2019 1:00;1
1110;POST_18;E33;15/09/2019 1:47;Gato;Gato_2019;1;15/09/2019 1:47;15/09/2019 2:00;2
1111;POST_18;E33;15/09/2019 1:55;Gato;Gato_2019;1;15/09/2019 1:55;15/09/2019 2:00;2
1112;POST_18;E33;15/09/2019 1:59;Gato;Gato_2019;1;15/09/2019 1:59;15/09/2019 2:00;2
1113;POST_18;E33;15/09/2019 2:52;Gato;Gato_2019;1;15/09/2019 2:52;15/09/2019 3:00;3
1114;POST_18;E33;15/09/2019 3:04;Gato;Gato_2019;1;15/09/2019 3:04;15/09/2019 3:00;3
1115;POST_18;E33;15/09/2019 3:19;Gato;Gato_2019;1;15/09/2019 3:19;15/09/2019 3:00;3
1116;POST_18;E33;15/09/2019 4:05;Gato;Gato_2019;1;15/09/2019 4:05;15/09/2019 4:00;4
1117;POST_18;E33;15/09/2019 8:10;Gato;Gato_2019;1;15/09/2019 8:10;15/09/2019 8:00;8
1118;POST_18;E33;15/09/2019 8:50;Gato;Gato_2019;1;15/09/2019 8:50;15/09/2019 9:00;9
1119;POST_18;E33;15/09/2019 8:53;Gato;Gato_2019;1;15/09/2019 8:53;15/09/2019 9:00;9
1120;POST_18;E33;15/09/2019 9:06;Gato;Gato_2019;1;15/09/2019 9:06;15/09/2019 9:00;9
1121;POST_18;E34;10/09/2019 9:53;Gato;Gato_2019;1;10/09/2019 9:53;10/09/2019 10:00;10
1122;POST_18;E34;10/09/2019 10:05;Gato;Gato_2019;1;10/09/2019 10:05;10/09/2019 10:00;10
1123;POST_18;E34;10/09/2019 10:11;Gato;Gato_2019;1;10/09/2019 10:11;10/09/2019 10:00;10
1124;POST_18;E34;10/09/2019 10:18;Gato;Gato_2019;1;10/09/2019 10:18;10/09/2019 10:00;10
1125;POST_18;E34;10/09/2019 10:28;Gato;Gato_2019;1;10/09/2019 10:28;10/09/2019 10:00;10
1126;POST_18;E34;10/09/2019 11:09;Gato;Gato_2019;1;10/09/2019 11:09;10/09/2019 11:00;11
1127;POST_18;E34;10/09/2019 11:23;Gato;Gato_2019;1;10/09/2019 11:23;10/09/2019 11:00;11
1128;POST_18;E34;10/09/2019 12:50;Gato;Gato_2019;1;10/09/2019 12:50;10/09/2019 13:00;13
1129;POST_18;E34;10/09/2019 13:07;Gato;Gato_2019;1;10/09/2019 13:07;10/09/2019 13:00;13
1130;POST_18;E34;10/09/2019 13:10;Gato;Gato_2019;1;10/09/2019 13:10;10/09/2019 13:00;13
1131;POST_18;E34;10/09/2019 13:32;Gato;Gato_2019;1;10/09/2019 13:32;10/09/2019 14:00;14
1132;POST_18;E34;10/09/2019 13:44;Gato;Gato_2019;1;10/09/2019 13:44;10/09/2019 14:00;14
1133;POST_18;E34;10/09/2019 13:53;Gato;Gato_2019;1;10/09/2019 13:53;10/09/2019 14:00;14
1134;POST_18;E34;10/09/2019 13:58;Gato;Gato_2019;1;10/09/2019 13:58;10/09/2019 14:00;14
1135;POST_18;E34;10/09/2019 14:00;Gato;Gato_2019;1;10/09/2019 14:00;10/09/2019 14:00;14
1136;POST_18;E34;10/09/2019 14:23;Gato;Gato_2019;1;10/09/2019 14:23;10/09/2019 14:00;14
1137;POST_18;E34;10/09/2019 14:44;Gato;Gato_2019;1;10/09/2019 14:44;10/09/2019 15:00;15
1138;POST_18;E34;10/09/2019 15:02;Gato;Gato_2019;1;10/09/2019 15:02;10/09/2019 15:00;15
1139;POST_18;E34;10/09/2019 15:07;Gato;Gato_2019;1;10/09/2019 15:07;10/09/2019 15:00;15
1140;POST_18;E34;10/09/2019 15:51;Gato;Gato_2019;1;10/09/2019 15:51;10/09/2019 16:00;16
1141;POST_18;E34;10/09/2019 16:29;Gato;Gato_2019;1;10/09/2019 16:29;10/09/2019 16:00;16
1142;POST_18;E34;10/09/2019 17:06;Gato;Gato_2019;1;10/09/2019 17:06;10/09/2019 17:00;17
1143;POST_18;E34;10/09/2019 17:15;Gato;Gato_2019;1;10/09/2019 17:15;10/09/2019 17:00;17
1144;POST_18;E34;10/09/2019 18:05;Gato;Gato_2019;1;10/09/2019 18:05;10/09/2019 18:00;18
1145;POST_18;E34;10/09/2019 18:20;Gato;Gato_2019;1;10/09/2019 18:20;10/09/2019 18:00;18
1146;POST_18;E34;10/09/2019 18:33;Gato;Gato_2019;1;10/09/2019 18:33;10/09/2019 19:00;19
1147;POST_18;E34;10/09/2019 18:37;Gato;Gato_2019;1;10/09/2019 18:37;10/09/2019 19:00;19
1148;POST_18;E34;10/09/2019 18:44;Gato;Gato_2019;1;10/09/2019 18:44;10/09/2019 19:00;19
1149;POST_18;E34;10/09/2019 18:56;Gato;Gato_2019;1;10/09/2019 18:56;10/09/2019 19:00;19
1150;POST_18;E34;10/09/2019 19:00;Gato;Gato_2019;1;10/09/2019 19:00;10/09/2019 19:00;19
1151;POST_18;E34;10/09/2019 19:28;Gato;Gato_2019;1;10/09/2019 19:28;10/09/2019 19:00;19
1152;POST_18;E34;10/09/2019 19:37;Gato;Gato_2019;1;10/09/2019 19:37;10/09/2019 20:00;20
1153;POST_18;E34;10/09/2019 19:41;Gato;Gato_2019;1;10/09/2019 19:41;10/09/2019 20:00;20
1154;POST_18;E34;10/09/2019 20:03;Gato;Gato_2019;1;10/09/2019 20:03;10/09/2019 20:00;20
1155;POST_18;E34;10/09/2019 20:26;Gato;Gato_2019;1;10/09/2019 20:26;10/09/2019 20:00;20
1156;POST_18;E34;10/09/2019 22:25;Gato;Gato_2019;1;10/09/2019 22:25;10/09/2019 22:00;22
1157;POST_18;E34;10/09/2019 22:37;Gato;Gato_2019;1;10/09/2019 22:37;10/09/2019 23:00;23
1158;POST_18;E34;11/09/2019 0:18;Gato;Gato_2019;1;11/09/2019 0:18;11/09/2019 0:00;0
1159;POST_18;E34;11/09/2019 1:45;Gato;Gato_2019;1;11/09/2019 1:45;11/09/2019 2:00;2
1160;POST_18;E34;11/09/2019 2:57;Gato;Gato_2019;1;11/09/2019 2:57;11/09/2019 3:00;3
1161;POST_18;E34;11/09/2019 4:14;Gato;Gato_2019;1;11/09/2019 4:14;11/09/2019 4:00;4
1162;POST_18;E34;11/09/2019 4:16;Gato;Gato_2019;1;11/09/2019 4:16;11/09/2019 4:00;4
1163;POST_18;E34;11/09/2019 5:06;Gato;Gato_2019;1;11/09/2019 5:06;11/09/2019 5:00;5
1164;POST_18;E34;11/09/2019 5:48;Gato;Gato_2019;1;11/09/2019 5:48;11/09/2019 6:00;6
1165;POST_18;E34;11/09/2019 6:22;Gato;Gato_2019;1;11/09/2019 6:22;11/09/2019 6:00;6
1166;POST_18;E34;11/09/2019 9:04;Gato;Gato_2019;1;11/09/2019 9:04;11/09/2019 9:00;9
1167;POST_18;E34;11/09/2019 9:11;Gato;Gato_2019;1;11/09/2019 9:11;11/09/2019 9:00;9
1168;POST_18;E34;11/09/2019 9:31;Gato;Gato_2019;1;11/09/2019 9:31;11/09/2019 10:00;10
1169;POST_18;E34;11/09/2019 9:33;Gato;Gato_2019;1;11/09/2019 9:33;11/09/2019 10:00;10
1170;POST_18;E34;11/09/2019 9:45;Gato;Gato_2019;1;11/09/2019 9:45;11/09/2019 10:00;10
1171;POST_18;E34;11/09/2019 10:52;Gato;Gato_2019;1;11/09/2019 10:52;11/09/2019 11:00;11
1172;POST_18;E34;11/09/2019 11:08;Gato;Gato_2019;1;11/09/2019 11:08;11/09/2019 11:00;11
1173;POST_18;E34;11/09/2019 11:30;Gato;Gato_2019;1;11/09/2019 11:30;11/09/2019 12:00;12
1174;POST_18;E34;11/09/2019 11:54;Gato;Gato_2019;1;11/09/2019 11:54;11/09/2019 12:00;12
1175;POST_18;E34;11/09/2019 13:03;Gato;Gato_2019;1;11/09/2019 13:03;11/09/2019 13:00;13
1176;POST_18;E34;11/09/2019 13:10;Gato;Gato_2019;1;11/09/2019 13:10;11/09/2019 13:00;13
1177;POST_18;E34;11/09/2019 13:15;Gato;Gato_2019;1;11/09/2019 13:15;11/09/2019 13:00;13
1178;POST_18;E34;11/09/2019 14:19;Gato;Gato_2019;1;11/09/2019 14:19;11/09/2019 14:00;14
1179;POST_18;E34;11/09/2019 14:51;Gato;Gato_2019;1;11/09/2019 14:51;11/09/2019 15:00;15
1180;POST_18;E34;11/09/2019 15:03;Gato;Gato_2019;1;11/09/2019 15:03;11/09/2019 15:00;15
1181;POST_18;E34;11/09/2019 16:07;Gato;Gato_2019;1;11/09/2019 16:07;11/09/2019 16:00;16
1182;POST_18;E34;11/09/2019 16:16;Gato;Gato_2019;1;11/09/2019 16:16;11/09/2019 16:00;16
1183;POST_18;E34;11/09/2019 16:20;Gato;Gato_2019;1;11/09/2019 16:20;11/09/2019 16:00;16
1184;POST_18;E34;11/09/2019 16:25;Gato;Gato_2019;1;11/09/2019 16:25;11/09/2019 16:00;16
1185;POST_18;E34;11/09/2019 16:43;Gato;Gato_2019;1;11/09/2019 16:43;11/09/2019 17:00;17
1186;POST_18;E34;11/09/2019 17:31;Gato;Gato_2019;1;11/09/2019 17:31;11/09/2019 18:00;18
1187;POST_18;E34;11/09/2019 18:28;Gato;Gato_2019;1;11/09/2019 18:28;11/09/2019 18:00;18
1188;POST_18;E34;11/09/2019 18:33;Gato;Gato_2019;1;11/09/2019 18:33;11/09/2019 19:00;19
1189;POST_18;E34;11/09/2019 18:38;Gato;Gato_2019;1;11/09/2019 18:38;11/09/2019 19:00;19
1190;POST_18;E34;11/09/2019 18:45;Gato;Gato_2019;1;11/09/2019 18:45;11/09/2019 19:00;19
1191;POST_18;E34;11/09/2019 19:06;Gato;Gato_2019;1;11/09/2019 19:06;11/09/2019 19:00;19
1192;POST_18;E34;11/09/2019 19:17;Gato;Gato_2019;1;11/09/2019 19:17;11/09/2019 19:00;19
1193;POST_18;E34;11/09/2019 19:39;Gato;Gato_2019;1;11/09/2019 19:39;11/09/2019 20:00;20
1194;POST_18;E34;11/09/2019 19:55;Gato;Gato_2019;1;11/09/2019 19:55;11/09/2019 20:00;20
1195;POST_18;E34;11/09/2019 19:59;Gato;Gato_2019;1;11/09/2019 19:59;11/09/2019 20:00;20
1196;POST_18;E34;11/09/2019 21:16;Gato;Gato_2019;1;11/09/2019 21:16;11/09/2019 21:00;21
1197;POST_18;E34;11/09/2019 22:11;Gato;Gato_2019;1;11/09/2019 22:11;11/09/2019 22:00;22
1198;POST_18;E34;11/09/2019 22:33;Gato;Gato_2019;1;11/09/2019 22:33;11/09/2019 23:00;23
1199;POST_18;E34;11/09/2019 22:37;Gato;Gato_2019;1;11/09/2019 22:37;11/09/2019 23:00;23
